 서울특별시 강남구 개포동,658-1,개포6차우성아파트1동~8동,67.28,1~10,"83,000",1,1987,언주로
 서울특별시 강남구 개포동,658-1,개포6차우성아파트1동~8동,67.28,1~10,"83,000",1,1987,언주로
 서울특별시 강남구 개포동,658-1,개포6차우성아파트1동~8동,79.97,11~20,"97,000",4,1987,언주로
 서울특별시 강남구 개포동,141,개포주공 1단지,35.44,11~20,"87,000",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,35.64,11~20,"86,500",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,35.64,11~20,"88,500",4,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,35.64,21~31,"89,000",5,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,1~10,"96,000",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,11~20,"97,000",4,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,11~20,"97,000",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,21~31,"97,000",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,21~31,"97,500",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,21~31,"98,000",2,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,41.98,21~31,"97,500",3,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,1~10,"96,000",5,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,1~10,"97,000",5,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,11~20,"97,000",2,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,11~20,"90,000",5,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,21~31,"97,500",3,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,42.55,21~31,"97,000",2,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,45.26,1~10,"95,800",1,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,45.26,21~31,"98,500",5,1982,개포로
 서울특별시 강남구 개포동,141,개포주공 1단지,49.56,21~31,"118,800",5,1982,선릉로
 서울특별시 강남구 개포동,141,개포주공 1단지,49.56,21~31,"118,800",1,1982,선릉로
 서울특별시 강남구 개포동,141,개포주공 1단지,50.38,11~20,"110,000",1,1982,개포로
